0101010100, 010101010100, 000001000000, 000001, 110, 0000010000, 0101, 0100000100, 0001010001, 0001, 001100, 1100110111, 00111110, 1110110100, 000010100111, 111001001, 01101000, 00100100111, 1100110010100, 11, 1?10|(0(0|1))*
010110000001, 011010, 01011110, 1101, 010011101001, 1000010000, 0000111101, 101100000001, 1000110100, 00001101, 011, 110100011, 00010100001, 100, 111, 01001, 000, 0011000000010, 110011000, 1, ((1|0)(1|0))*
01111111, 01010101, 11010111, 0111110101, 0101011101, 1101, 110111, 1111111101, 011101, 1111011101, 001101000010, 00100110010101, 110100, 000100011111, 0100100, 11110110, 00101010, 101, 1, 111010, ((0|1)1)*
01101110111, 01110111011, 011011011, 01110111, 01101, 0111, 01101101, 01101011011, 011, 0111011, 10010, 1100110, 111011, 11001110001000, 0110100, 000, 101, 010010010101, 01001011100100, 011011010, (01?(11|1|11))*
01010101, 010101010101, 010101, 00000000, 000000000, 0101, 0101010101, 00000, 0000000, 0000000000, 000111011100, 10010, 010, 01000010010010, 1000110001, 000011, 0001100, 0110000101, 100101, 111101011, (01)*|0*|1
110010, 110, 0110100101, 01001, 01111, 1101010, 0101101, 010111, 0101111, 011, 0010101000, 001110110, 100011000010, 011011000110, 101100, 0100, 0011000, 0010011101, 0111111100, 10001011111100, ((01)?(0|1)1(1|0)?)*
010000, 0100000000, 010, 01000, 01011111, 0100, 0101, 0101111111, 100000001, 0101111, 000101101, 01, 000000, 00100, 0, 0111011011011, 100, 111, 11, 100111101110, (100*1)*|010(1*|0*)
100000000, 000000, 10100, 1010101000, 00000, 0000000000, 000, 10000, 1000000000, 10101010100, 0001111, 000101, 0100000010110, 01100001101100, 00010101000, 001001, 10011, 001010, 00010001, 110101100111, (10)*00*
111111, 1111111111, 000000, 1111, 0000, 00000000, 000000000, 00000, 0000000, 000, 1000, 11111101001101, 1111100000100, 01011001000001, 01001, 1101001, 0111, 111010100110, 1, 111010, 0*|0*|(11)*
0111111, 111111, 1111111111, 11011, 011111111, 111111111, 110111, 01111, 011, 011111, 1110111111000, 011110010, 10000101, 001, 00010000, 10100000101001, 00, 101, 11011101001110, 110111000, (11)?((0|1)1*)?
111111, 1111111111, 1111111, 1111, 111111111111, 111111111, 11111111, 11111111111, 111, 11111, 01, 100111101, 0, 010100100, 0100, 0001111101101, 0101101, 00110, 110111010, 1100100101010, (111?)*
101100000011, 00111000, 0111111011, 011111111, 0000, 011110011, 011111111100, 01111001111, 011111, 0011101111, 110001100, 0101010100, 0010001110, 00000011101, 11100010010, 110100001000, 11, 1001, 11010, 1, ((0|1)01*0*|01*)(0|11)*
101010011001, 0101011010, 0110, 010101, 01010110, 0101, 101001, 011001101001, 1010, 0101100110, 01110111100001, 0001111000, 0101100000100, 0000, 0010101111000, 001, 11010111001, 010, 011, 1, (01|10)*
111111, 1111111111, 000000, 1111, 111111111, 11111111, 00000000, 11111, 0000000000, 000, 0110110, 101000110, 111000000, 1100001101111, 1100100100101, 011110110, 10111010000010, 010100, 10110001, 00111010010010, 1*|0*|1
111111, 1111111111, 111111110, 11110, 1111111110, 11111111, 111, 11111, 1111110, 11111110, 010, 01000, 001, 1101, 10011011011101, 1001100011000, 1101001100, 11101110111010, 11001111000, 1100, (0*1)*10?|1*|1*(10)?
01010101, 010101010101, 111111, 1111111111, 0000, 111, 11111, 00000, 000, 101011111, 100001, 101000000, 10010, 00001010011101, 0010000011, 0011, 0100, 001111, 010, 0000111, 0*|1|0|(01)*|(10)*1*
1111111, 111011, 01100, 1111111110, 100, 111, 1101100, 1011100, 111111101, 011, 00101011110100, 10001111111, 001110011110, 000101011101, 100010111000, 100111011, 1110011110100, 10110100101, 001001111011, 01010111011110, (11)?1?(1*|0111?)(0?(1|0))?
000000001, 0000000001, 000001, 001, 00000000001, 0000001, 000000000001, 00000001, 00001, 0001, 0101001111, 0001001111, 000100001101, 000101100, 00111011100, 0011100, 11001000000101, 1, 0001101, 1011, 0*01
000000, 0000000001, 000000000001, 0000001, 00000000001, 00000000, 00000001, 00000, 0000000, 0000000000, 1101100100110, 101100000, 10101100101, 1010110111100, 0000010, 1110010011, 01101, 10001, 100101001, 011000001, 0*0000?(01)?
01000100100, 010010, 0100100010, 010010010, 0101010, 01000101, 0100, 0100100, 01010100100, 010, 11010111, 0001111, 1010010, 11001001, 00111100, 01000110, 00, 0000001100, 1010000, 011011101, (010(1|0)?)*
100000000, 00100, 1100111, 001111, 00000010, 0000110, 11100100, 100000000010, 1100000000, 001000010, 000011101101, 1011010000, 10110000, 11110001111010, 0, 101011, 00010001101, 100101001111, 01110100110, 0100101, (1|00)*(0*10)?
11011011000, 1100000110, 0000, 110110, 110, 0000110, 000011000, 00110, 0011000, 0000110110, 1100000001101, 010110101, 0, 0011, 1010011110, 110110100001, 11001, 000111010, 100110, 00000111, (00|110)*
1110, 1111111, 11101111111, 1111, 111111111111, 111, 1110111111, 11111101111, 1111110, 11101111, 11001010, 111001, 00001000, 111101001, 100101, 01110000100010, 11110011001001, 111101111001, 0101111, 1100101, (111(1|0)?)*
010101, 00000100, 010000000001, 0000, 000001, 0100, 000001010100, 00010001, 000001000001, 000000010001, 1000, 1100011100, 111, 001011000, 0110111, 00001011001100, 11111100100, 1001, 10010001011001, 11101100000, (0(1|0))*
101010101010, 100, 00100000000, 0100, 000000000000, 0000000000, 1010, 0010101010, 010000000, 101010, 1110, 011011, 1111000111, 0001110, 1111000, 000001, 001111, 01000101111101, 100111100100, 001000011000, (0?1?0)?((10)*|1?(00)*)
010110110, 0101101010, 010110001, 010100111110, 01011011, 010111, 0101111, 0101001000, 010101101, 010110, 01101001001011, 010011, 001100, 111111, 11100011110, 0111100100, 01101100001, 101111, 001101, 1011, 0101(0|1)*
1010101, 1001011, 10111111111, 10011011111, 1001100, 011111111, 1011, 101010101, 100110011, 1010111111, 0010010100111, 00001100010111, 00001000000100, 000101, 010011110, 110, 101111101, 000011010110, 000, 010100000100, (01|10)*((0|1|0)1*|1*)
111111, 1111111111, 1111111, 1111, 111111111111, 11111111, 111111111, 11111111111, 11111, 111, 001110111, 110001, 01001100, 0111101, 100, 1101101100101, 110111, 0110100011, 11000111010111, 0111, (11|1)*
10111, 10111111111, 10111111, 0101, 1011111, 101111, 1011111111, 101, 01011111111, 1011, 111110, 10001111101, 0111111111, 1111010000, 1110110001100, 001010100000, 0111, 1001, 00011000, 111001011, 0?101*
101010011010, 0110, 10011001, 0101, 101001100110, 1001101010, 1010010110, 1010, 011001, 010110, 001011, 1101000001000, 110010, 100010001101, 1100001, 111, 1, 11011000111, 001010000011, 11, (10|01)*
111110, 1110, 111111, 111010101011, 11110, 110, 110111, 1010110, 110110110, 111011111, 0101000001, 01, 01001000101, 1000001001110, 001, 110100100, 001011011, 0011111001, 010, 101101000000, (10|1)*|1*(0|0|1)
0000110001, 01100, 00010010001, 000100101, 000000000, 0101101, 000, 0111111100, 001000101, 010100, 00111100101, 01011100010, 111101001, 1001111000110, 11001, 11110010000010, 100000, 0100100110, 01101100000111, 00000111, (0?1*|0)(1?0(1|0))*
1101011, 11110101, 1111101011, 1110101111, 110101, 111111101011, 1010111, 111101011111, 1010, 111010, 000010110001, 0111101, 01000, 011001001, 10, 11101010, 1001, 1011110110110, 001010, 1011, 1*10101*
0111111, 001111011, 000001100, 1100000, 0011, 0011110000, 000011, 11011110, 01111, 1100, 001011110111, 0111001001, 10010110101101, 1001101000100, 1011, 00101100111, 10100010000, 11101, 111010, 10, (0|11)*
0000000100, 00010, 0000010001, 00000000010, 00000010, 01010, 101001, 0000001000, 000000000010, 00010001, 00001100, 01, 00001110101001, 01000000010011, 110110, 0011001, 00110, 00, 1, 101100110101, 0*0*10(0|1)?0?(01)?
010010010010, 0101010, 010010101001, 01001010, 0101, 01010, 0100101010, 010101001, 010, 0100101, 11000011011011, 001110011, 010010110011, 010011100110, 01100011000111, 100, 01011111, 00110, 00, 11, (010?)*
0011111111, 0111101, 110, 001, 0000001110, 001111, 11001101, 01101, 0000011001, 00000111, 10000100, 100111, 0, 1011000000, 0011, 1001100000010, 11, 1001010110101, 0111011, 100011, ((11|0)(1|0|0|1)(1|0)?)*
00000001000, 00000000101, 00000010000, 1000000001, 00000101, 000000000100, 000001001, 10000, 00010000000, 10001, 0000001010, 000000, 00111100001, 0010011110, 01010111, 101110010, 00110111, 1110111110, 011000, 00100111011, (0*10*)?(0?1?|00)
0001111, 111111111, 111, 01111, 00011, 00001, 000, 00000111111, 00111111111, 111000000011, 010011, 01100111100001, 00011101, 10101000, 11001011100100, 101101010000, 000010, 00111100101, 1111000110001, 00110111111, (00)?(0|1|0*)(11)*(0*11?)?
0000000001, 000000000, 00000000, 00000001, 00000, 0000000000, 0000000, 0001, 000, 00001, 11100110111101, 000110101, 011000001111, 00001010101, 1111001110, 1101110110, 111100110100, 10010010111, 10011100011, 11, 0*(0|1)|0*
1000110, 100, 111111111, 1111111101, 111111111100, 1111100, 10110, 1010, 11111110, 101010, 11001111111000, 001000011, 011111010, 01101101100110, 1111000111, 0000111111111, 01011111, 11010011, 011100101, 0000010010001, (10(1|0)|1*)(0(0|1))?(1?0)?
01010101, 010101010101, 111111, 1111111111, 010101, 1111111, 1111, 11111111, 0101010101, 0101, 000100000, 0110, 110100, 00011110011, 0011, 01000001, 000, 01101, 1011111010, 0011101, (01)*|1*
001011, 001010110101, 0101, 100101111011, 00111, 100111011, 01101101, 101011010101, 101011101101, 1011, 0001000010111, 00001000, 0, 1111011001, 000010, 000, 11110100, 10001101, 111111001110, 1, 1?00?1(0?1)*
01000000000, 111111, 1111111111, 010000000111, 01000001111, 0100000000, 111, 11111111, 11111, 000, 110100001101, 1111101001, 01110, 0100100101100, 1111010101110, 1010001111101, 0110100110011, 1011001000001, 111111110101, 01101, (010*)?(1*|000)
011111100, 0100, 0110111, 11111111111, 11100, 01101, 010, 0111111100, 011, 011111, 1101100000, 11011, 11101010111, 0111011100, 110111, 01011110011001, 011110, 00010110100, 1000000, 110001101, (01(1|0)?)?((1|0)1*(00)?)?
111110, 111111, 1111111111, 1111111, 11111111, 11111111110, 11111111111, 111, 11111, 111111110, 1100100110, 000101001010, 00101111000000, 001, 00111, 111001110001, 10000, 11001001, 101110, 011100, 1*((11)*|1*|1|0)
00110000000, 000000, 0110000000, 0000, 000011000000, 1100000, 011011000000, 00000, 0000000, 11000000, 10100010000100, 00001001, 0111110, 011100011, 01001100110011, 1101010010, 0110001, 101110, 1, 101010, ((11)?0)*0?00000?
00110000000, 011001, 011000000001, 0110000001, 011000, 001100001, 001101, 0110011, 001100000001, 011000001, 110101011, 010111001000, 0000001, 111000, 11011011100011, 11110001010000, 101001, 00111101000, 0011001011100, 100001101000, 0?01100*(1*|1|0)
01010101, 010101010101, 010101, 00000000101, 0101010101, 0000000101, 101010101, 0010101, 00000101, 000000101, 1101011010, 110010, 01100, 00100, 1000100, 1111000100111, 101001010, 00, 011, 11, (0*1)?(01)*
1100111111, 00011011110, 011, 1111, 11000111111, 0011, 00110, 110000011110, 1100, 11011011011, 10011111, 110010010, 01, 00101101000000, 00100110100000, 1100111, 00100110111000, 11111100110101, 101110, 1111010, (0|11)*
010101110, 010101010001, 010101111, 010101010111, 00011, 010101000010, 01010100001, 010111, 0111, 0101111, 11010010100000, 10101110001, 10010101, 0110110, 11011, 1011111110101, 00100101, 01000000111, 000, 110100001110, (01)*(0*|1)1(1|0)?
1000, 110000000, 111111100000, 000000, 11111111, 1111110000, 1111100000, 11111, 111, 111110000, 0101010001011, 0100110100, 01, 10100011000010, 100010, 0011, 010110001010, 101000011, 10111100011, 00111000100, 1*0*
1101111111, 111111, 1111, 11110111, 1101, 11011101, 011101111101, 0111, 010111111111, 111101, 111100, 10111110, 010010, 10111000011100, 11110110001110, 000101, 110, 000010001, 0101101, 00110111001101, ((0|1)1)*
1010101010, 10010, 10100100, 10100100100, 10010100, 100, 1001010, 100100100100, 101010100, 101010, 11001100100, 10101011100, 0, 01001, 111, 0101111, 0101101011101, 010000101110, 10001, 1, (100?)*
111111, 111011, 011111111, 111111111111, 111111011, 011111111111, 011111011111, 111111011111, 011111111011, 011111, 01, 0001110000, 1010010110111, 0111010110101, 00111010101, 00001, 00, 0010001, 10101, 10, ((1|0)11)*
0001111111, 111111, 0001111, 10000011, 1111111, 10111111111, 0000000111, 00000000001, 11111111, 00000001, 00100111101, 11010100, 010011110, 0111001, 1100001011100, 11010010001111, 11110000, 0110100, 1101111, 010111000, (1?0*|1*)1*
00001010, 1010000000, 1010001000, 0000, 000000000000, 00000010, 1000000000, 1010, 000000001010, 101010, 10111010110, 01, 0111011010100, 001, 111, 00010111111000, 011111101010, 110100001000, 01011100000, 1, ((0|1)0)*
110100101001, 110101001110, 101101101010, 1011010110, 01110, 01100110, 01110010010, 110, 1101010, 010, 011000100, 00000110010011, 11100100010100, 0110001, 0010, 1010100, 00010000100, 10100011010, 0000100010001, 0010011010000, (0?10?(10?)?)*
100000000, 000000, 000001, 001, 000000000, 10000000001, 10000001, 10000, 1001, 100000, 1001101110, 00011001000, 00111100110, 01011110111101, 0011111100, 1101101, 00110, 111111100111, 11010110, 100011, 1?0*(1|0)
1001011010, 011001010110, 0110, 101010101010, 01011001, 0110011010, 01101010, 1001, 1010, 100101, 011011, 0000011100, 111011, 0, 10001011110011, 0001100001, 1011110, 0010100, 010, 111010, (01|10)*
110111011110, 11011, 111101110110, 110, 110110, 110111111011, 11011011101, 110111011, 110110111110, 110111, 010000011, 1011010, 00101101010, 0, 101111101, 0110111, 00101110100, 1100100, 101, 10110000001, (1(10)?)*
0011111, 1111111111, 00111111, 0011111111, 1111111, 001111, 11111111111, 11111, 001111111, 00111111111, 0111110, 111011, 1100110011, 1011000, 1010011110, 000111010, 01101, 0101001001, 101, 1, (00)?111*11
111111, 1111111111, 1111, 11110, 111111111, 111, 11111111111, 01111, 1101, 11111, 010101101, 1111000000, 10101011, 001111, 1011101000100, 000, 00, 1010, 0011111011010, 100101, (11)*(1|0)1*
111100, 1111111100, 1111111111, 11111100, 110000, 1111000000, 1111110000, 111100000000, 1100000000, 11000000, 00111000000, 101010111, 01110111101011, 11000000010, 0010000, 01110, 0, 0000010110, 11100000, 10, (11)*(00)*
110010010, 010011111010, 110010, 011111110, 110, 110110, 111111010110, 010, 011, 010010010111, 0110, 11011, 1001011110101, 10100100, 000001, 0001011, 0101111111001, 10000, 1100101, 10, ((1|0)1(0|1))*
100100100000, 000100000, 100100, 100, 000000000, 000100000100, 000000100, 000, 100000, 000000100000, 1010010111, 010010, 11011100111, 01100, 1101, 110110011010, 11, 0100101111111, 1, 010111010, ((1|0)00)*
1110, 1111111100, 111111, 1111111111, 11111111101, 111111111111, 11111111, 11111101, 11001, 111111111100, 0011110110, 00100, 10100, 00101101100111, 1111110101011, 100001110, 010, 010011111, 11101111110, 0010110001110, (11)*((0|1)0?1?)?
111111, 1111111111, 0111101111, 1111111, 1111, 111, 01111, 11111, 0111001111, 0111101110, 111011011100, 10011001010001, 10001110, 0111101, 01100000000110, 010, 101, 011, 010100, 1011, (0111(1|0))*|1*
111111111110, 0011111110, 11111111110, 00110101, 000, 00110, 1111110101, 11111110, 11010, 001111110101, 11101011000, 0110, 10000011, 01001011111, 1111000, 1110111, 10011, 000010, 101, 11, (00)?1*(10|0)(101?)?
111111, 1111111111, 1111111, 1111, 0011, 111, 11111111, 00000000, 00000, 000, 001110010, 100111, 10010, 01010, 11100, 0010, 1001, 01111111100, 1100101, 00001010110101, (0?00)*|1*|0011
11111011, 11010111, 111011, 111111011, 11101010111, 1111111011, 1101010111, 1110111, 1111011, 111111110111, 00000100110001, 00101, 10101110, 0001010010110, 0111011110, 011000010001, 10100, 00111011000, 00110100011, 1010, 1*((01)*11|1?011)
111111, 1111111111, 1111111000, 111, 11111111, 11111111111, 1111100000, 10000, 1111110, 100000, 011111111101, 10111, 10010011, 010000100011, 0111101011110, 1101000110111, 0000110101, 00001010, 010001, 101, 1*(1*|0*)
1000, 0010100010, 000000, 001000000010, 10000000, 001010, 000010, 100000, 0010001010, 000000101010, 10010000, 10111010011, 11101110100, 0000110, 11, 1, 100110, 11100001001001, 0110011, 010110, ((1|0)0)*
010011, 00101, 00111000, 01000101, 0010100011, 000111000, 0100111000, 0100101, 00011000101, 00011010011, 111110101, 100111, 01111111111, 0, 0101101101, 10000001111111, 10110, 10110101000000, 1, 10, (((0|1)1)?0?001(11000|01|1|1*))*
0001111, 111101100, 000111101111, 1111, 111111011, 11111111, 11000, 011, 111101100110, 1111001111, 01, 11000110111, 00110110001, 1010110, 1010100, 0010, 001110, 111100111001, 101010, 10, (11|0)*
111111100, 0000, 100, 00000000, 11111111100, 11100, 10101010, 000, 1111100, 1100, 01, 100000000, 1000000110, 10101100, 11100001, 11011011001, 10110, 00011000010, 00101110111010, 0101011100, 1*00|0*|(10)*
010000011, 000000011, 0000000011, 00000000011, 00011, 00000011, 000000000111, 00010111, 00000100011, 000000101011, 111100, 11111010, 01100, 101001101, 11001001101000, 00000, 001001, 1110111000000, 0011000001010, 1111010001010, 0*(01?)*0*11
111110, 1111111100, 11111100, 1111111, 11110, 11111111110, 11111111111, 11100, 111111111100, 11111110, 10001111, 00001111, 11000110101, 10000111101, 1000001111000, 0011000001101, 1110101000, 001010, 0000100011, 01000111000, 1*(1|0)0?
00111001, 0111001, 0011, 000000111001, 000011, 00000000011, 00011, 0000011, 011, 000000000011, 0011110011110, 0000010111, 11110110101, 0101110010100, 10111111, 0101101, 10110, 101, 1100101, 10, 0*11(1001)?
01001000100, 0100100010, 010, 010010010, 010010010010, 0100, 01000100, 010001000100, 0100010, 01000100100, 0110111010, 000110, 00100100111011, 1111111101, 1000111, 1000111000, 1111110, 101010010000, 10010100101101, 1011, (0100?)*
111111, 1111111111, 1111111, 1111, 11111111, 111, 111111111, 0010, 1010, 101, 1000011, 000100, 111001, 011111100, 110111101, 1110001100111, 0010100, 10000, 11001010010010, 10100011, 1*|(1|0)010?
1110101110, 1110, 11101011, 101111111010, 11111010, 101011, 101011101111, 1011101110, 111010, 1011, 1101111101011, 11100010101, 10100111110011, 101000110, 0, 1000100, 0001100000, 000100100, 001101, 1010011001010, (1(1|0))*
010010, 010010010010, 010010010, 1001010010, 01010, 10101010, 100101010010, 0101001010, 10010010, 0101010, 1000, 01011000, 10011001010, 110011, 100101110, 01001111010000, 01100, 10111011100100, 01101, 1000100001, (0?10)*
0111111111, 011111111, 111111111111, 00000000, 111, 01111, 00000, 0000000000, 0111, 011, 0010111001, 11111010010011, 011100011, 01010010, 101001010111, 10100, 1001010010, 0100011010, 0100111010010, 010, (111)*|011*|0*
010, 110, 011101101110, 1101110, 1101, 1101100, 1101110110, 01101, 0011010101, 010110, 101101001, 01111100000, 11111000001, 1011000110, 0111100, 01100110011, 01111010101110, 1001110000, 10000100101110, 11, ((11)?(01|0))*
000000010, 0110, 00010, 0000, 00000000, 00000000010, 0000000010, 0000000, 0000000000, 010, 0111111010010, 01111010001, 101110000010, 1111, 00011, 110000101010, 0100101, 101, 101100110, 1, (01|0*)(10)?
0000000100, 00000100, 0000010, 0000100, 000010, 0000000010, 00000000010, 000000000100, 0010, 00000000100, 010101100001, 10111010110, 10010, 0110011000101, 0, 100001010001, 0001101101101, 00, 01000111, 11, 0*100?
01100111, 110011, 1110001111, 011110, 10100101, 001111111001, 1001101000, 110000111010, 111101, 1011001001, 1110000, 11100011101, 1001100, 0, 110101101, 110, 1001001, 101101100, 001, 0110000011101, ((0|1)(0|1))*
101010111, 10101010101, 101010110111, 01000, 1111, 11010101, 101011010111, 01010111111, 101010101, 011, 1110111100, 1110000000111, 11010000011111, 0, 00000, 00, 110100011001, 0101010, 1010001, 0111110100111, (010?00)*|(01|1)*
111111001, 11111001, 01100100, 1111001, 111100100, 11111100100, 1111100100, 1111111001, 011001, 111111111001, 01, 0001110, 001, 00, 010011000, 01111011100101, 01111001110, 001101001, 11100010, 1, (1*|01)1001(00)?
101000, 101000000, 000000, 0001, 000, 01000000001, 10000, 100011111111, 0100000, 00000001111, 000100, 1110, 111111, 0110, 110110, 0011011001, 001100000, 00101000000, 011001011, 110001100111, (1?0?1)?00*(1*|1|0)
011010011, 011011, 010010, 010010010, 011010011011, 010010011, 010, 011, 011011010, 011011011, 011000111, 01010011001, 00101, 0001111101011, 01010111, 010100111, 100010000111, 1011001010010, 1, 1000110001111, (01(1|0))*
010000011, 1111111111, 0100000000, 1111111, 01000, 01000001, 11111111, 111111111, 11111, 010000000000, 00111111101011, 0100110, 000100101, 100, 00110101011, 10000101110111, 00111011110011, 11010101101, 011011110, 110101000, (010*)?1*
11111011, 111111, 1111111110, 001, 110, 11111101, 1111111101, 101, 111111110, 1100, 110001111001, 1011000110, 1000101001, 1100101011001, 10111001, 011100111, 11001001001000, 010101101110, 001101101, 11000000, (0|1|1*)(1|0|01)(01|1|0)?
101100101101, 100100, 101101, 100, 101101100, 100101100, 101100100100, 101100100101, 100100101, 101, 01100001, 110011101, 000000, 1000000011, 01011110, 1111, 110101101, 0010110000, 0100111111, 001001001, (10(0|1))*
1110000, 110000000000, 111111, 100000000, 000000, 111111100, 111110100, 01000000, 11100000000, 11111110000, 10001111000, 101100000, 0011011111010, 100010, 100111, 01110, 0110110000111, 111101100, 00110, 001101011, 1*0?1?(00)*
111111, 000000, 1111, 0000, 111111111111, 111111111, 000000000, 11111, 00000, 000, 110000000, 000001011111, 010, 11110011001100, 100, 0000100, 01011100101, 110101100, 1010, 00000001110, 1*|00|0*00|(11)*
01111111110, 000000, 11110, 0000, 01111110, 1111111110, 10000000, 0000000, 000, 100000, 11100100010, 100100, 11110011, 100001101011, 111101100, 10011010100000, 11111, 1001, 001011110000, 111101011, (0|1)?((0*|1*)0)?
011010101, 0101011, 111010101101, 111, 0101, 010111, 01101, 0111, 010101101, 1011, 001100110011, 0110, 010000, 000110111, 011100110, 0001010, 11111100100110, 100110, 1010, 1100, (0?1)*
0110, 1000101001, 100010010, 10101010010, 01100100100, 0100101, 100101110010, 010, 1010, 010110, 001, 0100010010000, 0011011, 00000, 001010011, 0000011111, 00111110001, 00, 001000000011, 00000110, ((01|1)0?0?)*
000000010, 0000001, 000001, 001010, 11001001000, 001, 0001001010, 000001001, 010, 000001010, 010001100101, 0000001010111, 011010, 0111001000111, 01111011100110, 00001010010111, 101000111, 000101011, 10011, 011100, (1?(0|1))?(00(0|1))*(010)?
111111, 0100, 0100000001, 1101, 11000000000, 01000000, 010001, 0100001, 011, 111010010, 1110, 00100, 0, 0111110111, 10101000010, 0100011010, 10100000, 0011000001010, 1, 1101011011110, (010|111)*|(1|0|1)10*1?
101000, 100010, 1010010, 001, 101001, 000, 0010, 10000, 101, 10001, 10111, 11010110101, 0, 11001001000, 10000011111001, 00001101000011, 01101, 00100001, 00011001100011, 0100111011100, (101?)?(00(10|1|0))?
1000, 01000000000, 011011, 111, 000000000, 00000000, 0000000, 011, 011011011, 11011011011, 10011111, 0011010111001, 00101100110111, 1100001100, 10010001, 00011, 0001, 001010, 11110010000, 11101011001110, ((1|0)1?)?(11?|0*|(011)*)
0011111, 101111111111, 00111111, 1111, 001, 10111111, 100011, 1011111111, 100011111111, 1000111111, 0101011, 10101001100, 0, 00110111111100, 0101100001, 0111001101101, 1010110, 11010, 111101, 1000110110, (10)?((00|1)1*)?
10000000000, 000000000, 10000000, 00000000, 00000, 0000000000, 0000000, 10000, 1000000000, 100000, 11100111101000, 00011011000, 1111011100100, 100101011001, 00010110, 11001000101111, 1011101, 11, 011001011100, 101110011, 1?0*
1110, 111111, 1111111, 11110, 110, 111111111, 11111111110, 11111111, 11111110, 111111110, 10111, 0000, 101000111, 001111111, 00111, 00100100111, 00000000100, 011, 11011001111100, 10101, 1*0?
01111111, 0011111, 0111111, 0111111111, 1111111111, 111, 11111111111, 000111111111, 00111, 000, 00000100111100, 1011000111, 110011, 10000001111001, 0011100001, 100, 01110011000, 000011110001, 0100001101, 0010101010, (1|00)?0?1*
01010101, 010101010101, 011010101, 0101011, 01011, 0101010101, 0101, 0101101, 01101, 0110110101, 0011111, 01111000100, 0000110, 00001, 000011101011, 11000, 00101010, 01010111100000, 10011, 1, (01(0?1)?)*
111111, 1111111111, 1111, 011111111, 111111111111, 11111111, 0100, 11111, 010001000100, 011, 10110001001010, 0100000110010, 00110100100011, 010001, 00, 1010, 01111010, 0100010110100, 001101, 10, (0100)*|(0|1|0)?11*
0111011011, 010110101, 01101011, 101011, 011101101011, 1010101101, 011, 101101011011, 0111011, 1011, 1011100011, 0110, 00101111, 1111101100, 10010, 1010101011010, 11101010, 11011000100111, 1001101000, 10, (1?011?)*
10001000010, 0100010, 00000000000, 0100, 000000000, 000000000000, 000, 000000000010, 10000, 00000100100, 101100100, 0110110100001, 101101, 10001010, 1011101, 1100101111111, 11001111001, 11101011011001, 11, 1100, (0|1|0)?(00)*((01)?0)*
111111, 00000000000, 0000, 110, 0100, 00011, 00000, 010, 0101010111, 010101110001, 1001110011, 10110000100, 00110010110, 0, 1001110111101, 10110101110011, 00001000101, 11000001001011, 0011110, 111010010, ((01)*|(1*|0*)0?)((1|0)(1|0)|(0|1)100*01)
100001, 1010101010, 0000000001, 101010101010, 000001, 1000000001, 000000001, 10101010, 1010, 101010, 1010010, 0110000000, 10100110111010, 11010011010, 011000, 011111111000, 1110000000, 001110, 100110111010, 101011010, (0*1)*|(10)*
